broken_url,category,suggested_redirect,note
https://www.texasspecialed.com/districts/uvalde-cisd/es/como-solicitar-una-evaluacion-fie-uvalde-cisd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/uvalde-cisd/como-solicitar-una-evaluacion-fie-uvalde-cisd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/tuloso-midway-isd/es/como-solicitar-una-evaluacion-fie-tuloso-midway-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/tuloso-midway-isd/como-solicitar-una-evaluacion-fie-tuloso-midway-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/terrell-isd/es/como-solicitar-una-evaluacion-fie-terrell-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/terrell-isd/como-solicitar-una-evaluacion-fie-terrell-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/taylor-isd/es/como-solicitar-una-evaluacion-fie-taylor-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/taylor-isd/como-solicitar-una-evaluacion-fie-taylor-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/sulphur-springs-isd/es/como-solicitar-una-evaluacion-fie-sulphur-springs-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/sulphur-springs-isd/como-solicitar-una-evaluacion-fie-sulphur-springs-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/stephenville-isd/es/como-solicitar-una-evaluacion-fie-stephenville-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/stephenville-isd/como-solicitar-una-evaluacion-fie-stephenville-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/springtown-isd/es/como-solicitar-una-evaluacion-fie-springtown-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/springtown-isd/como-solicitar-una-evaluacion-fie-springtown-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/spring-isd/grievance-dispute-resolution-spring-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/spring-isd/how-to-request-evaluation.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/spring-isd/evaluation-child-find-spring-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/spring-isd/ard-process-guide-spring-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/spring-isd/es/quejas-y-disputas-educacion-especial.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/spring-isd/quejas-y-disputas-educacion-especial.html,canonicalise to /es-districts/
https://www.texasspecialed.com/es-districts/spring-isd/quejas-y-disputas-educacion-especial.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/spring-isd/es/quejas-y-disputas-educacion-especial.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/spring-isd/como-solicitar-una-evaluacion-fie-irving-isd-texas.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/spring-isd/es/como-solicitar-una-evaluacion-fie-irving-isd-texas.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/spring-isd/evaluacion-educacion-especial-child-find.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/spring-isd/es/evaluacion-educacion-especial-child-find.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/spring-isd/proceso-ard-guia-para-padres.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/spring-isd/es/proceso-ard-guia-para-padres.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/spring-isd/index.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/spring-isd/es/index.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/districts/spring-isd/es/evaluacion-educacion-especial-child-find.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/spring-isd/evaluacion-educacion-especial-child-find.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/spring-isd/es/proceso-ard-guia-para-padres.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/spring-isd/proceso-ard-guia-para-padres.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/splendora-isd/es/como-solicitar-una-evaluacion-fie-splendora-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/splendora-isd/como-solicitar-una-evaluacion-fie-splendora-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/southwest-isd/es/como-solicitar-una-evaluacion-fie-southwest-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/southwest-isd/como-solicitar-una-evaluacion-fie-southwest-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/southside-isd/es/como-solicitar-una-evaluacion-fie-southside-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/southside-isd/como-solicitar-una-evaluacion-fie-southside-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/south-texas-isd/es/como-solicitar-una-evaluacion-fie-south-texas-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/south-texas-isd/como-solicitar-una-evaluacion-fie-south-texas-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/south-san-antonio-isd/es/quejas-y-disputas-educacion-especial.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/south-san-antonio-isd/quejas-y-disputas-educacion-especial.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/south-san-antonio-isd/es/como-solicitar-una-evaluacion-fie-south-san-antonio-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/south-san-antonio-isd/como-solicitar-una-evaluacion-fie-south-san-antonio-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/south-san-antonio-isd/es/evaluacion-educacion-especial-child-find.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/south-san-antonio-isd/evaluacion-educacion-especial-child-find.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/south-san-antonio-isd/es/proceso-ard-guia-para-padres.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/south-san-antonio-isd/proceso-ard-guia-para-padres.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/somerset-isd/es/como-solicitar-una-evaluacion-fie-somerset-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/somerset-isd/como-solicitar-una-evaluacion-fie-somerset-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/sheldon-isd/es/como-solicitar-una-evaluacion-fie-sheldon-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/sheldon-isd/como-solicitar-una-evaluacion-fie-sheldon-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/sharyland-isd/es/como-solicitar-una-evaluacion-fie-sharyland-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/sharyland-isd/como-solicitar-una-evaluacion-fie-sharyland-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/seminole-isd/es/como-solicitar-una-evaluacion-fie-seminole-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/seminole-isd/como-solicitar-una-evaluacion-fie-seminole-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/sealy-isd/es/como-solicitar-una-evaluacion-fie-sealy-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/sealy-isd/como-solicitar-una-evaluacion-fie-sealy-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/sanger-isd/es/como-solicitar-una-evaluacion-fie-sanger-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/sanger-isd/como-solicitar-una-evaluacion-fie-sanger-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/san-marcos-cisd/grievance-dispute-resolution-san-marcos-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-marcos-cisd/how-to-request-evaluation.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-marcos-cisd/evaluation-child-find-san-marcos-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-marcos-cisd/ard-process-guide-san-marcos-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-marcos-cisd/es/quejas-y-disputas-educacion-especial.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/san-marcos-cisd/quejas-y-disputas-educacion-especial.html,canonicalise to /es-districts/
https://www.texasspecialed.com/es-districts/san-marcos-cisd/quejas-y-disputas-educacion-especial.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-marcos-cisd/es/quejas-y-disputas-educacion-especial.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/san-marcos-cisd/como-solicitar-una-evaluacion-fie-san-marcos-cisd.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-marcos-cisd/es/como-solicitar-una-evaluacion-fie-san-marcos-cisd.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/san-marcos-cisd/evaluacion-educacion-especial-child-find.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-marcos-cisd/es/evaluacion-educacion-especial-child-find.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/san-marcos-cisd/proceso-ard-guia-para-padres.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-marcos-cisd/es/proceso-ard-guia-para-padres.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/san-marcos-cisd/index.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-marcos-cisd/es/index.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/districts/san-marcos-cisd/es/evaluacion-educacion-especial-child-find.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/san-marcos-cisd/evaluacion-educacion-especial-child-find.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/san-marcos-cisd/es/proceso-ard-guia-para-padres.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/san-marcos-cisd/proceso-ard-guia-para-padres.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/san-felipe-del-rio-cisd/grievance-dispute-resolution-san-felipe-del-rio-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-felipe-del-rio-cisd/how-to-request-evaluation.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-felipe-del-rio-cisd/what-is-an-fie-san-felipe-del-rio-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-felipe-del-rio-cisd/evaluation-child-find-san-felipe-del-rio-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-felipe-del-rio-cisd/ard-process-guide-san-felipe-del-rio-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-felipe-del-rio-cisd/es/como-solicitar-una-evaluacion-fie-san-felipe-del-rio-cisd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/san-felipe-del-rio-cisd/como-solicitar-una-evaluacion-fie-san-felipe-del-rio-cisd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/san-benito-cisd/grievance-dispute-resolution-san-benito-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-benito-cisd/how-to-request-evaluation.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-benito-cisd/evaluation-child-find-san-benito-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-benito-cisd/ard-process-guide-san-benito-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-benito-cisd/es/quejas-y-disputas-educacion-especial.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/san-benito-cisd/quejas-y-disputas-educacion-especial.html,canonicalise to /es-districts/
https://www.texasspecialed.com/es-districts/san-benito-cisd/quejas-y-disputas-educacion-especial.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-benito-cisd/es/quejas-y-disputas-educacion-especial.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/san-benito-cisd/como-solicitar-una-evaluacion-fie-san-benito-cisd.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-benito-cisd/es/como-solicitar-una-evaluacion-fie-san-benito-cisd.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/san-benito-cisd/evaluacion-educacion-especial-child-find.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-benito-cisd/es/evaluacion-educacion-especial-child-find.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/san-benito-cisd/proceso-ard-guia-para-padres.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-benito-cisd/es/proceso-ard-guia-para-padres.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/san-benito-cisd/index.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-benito-cisd/es/index.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/districts/san-benito-cisd/es/evaluacion-educacion-especial-child-find.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/san-benito-cisd/evaluacion-educacion-especial-child-find.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/san-benito-cisd/es/proceso-ard-guia-para-padres.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/san-benito-cisd/proceso-ard-guia-para-padres.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/san-antonio-isd/grievance-dispute-resolution-san-antonio-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-antonio-isd/how-to-request-evaluation.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-antonio-isd/evaluation-child-find-san-antonio-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-antonio-isd/ard-process-guide-san-antonio-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/san-antonio-isd/es/quejas-y-disputas-educacion-especial.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/san-antonio-isd/quejas-y-disputas-educacion-especial.html,canonicalise to /es-districts/
https://www.texasspecialed.com/es-districts/san-antonio-isd/quejas-y-disputas-educacion-especial.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-antonio-isd/es/quejas-y-disputas-educacion-especial.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/san-antonio-isd/como-solicitar-una-evaluacion-fie-san-antonio-isd.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-antonio-isd/es/como-solicitar-una-evaluacion-fie-san-antonio-isd.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/san-antonio-isd/evaluacion-educacion-especial-child-find.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-antonio-isd/es/evaluacion-educacion-especial-child-find.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/san-antonio-isd/proceso-ard-guia-para-padres.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-antonio-isd/es/proceso-ard-guia-para-padres.html,canonicalise to /districts/{isd}/es/
